Date,Amount,Type,Stock
2006-08-15 00:00:00,0.09,Dividend,MSFT
2006-11-14 00:00:00,0.1,Dividend,MSFT
2007-02-13 00:00:00,0.1,Dividend,MSFT
2007-05-15 00:00:00,0.1,Dividend,MSFT
2007-08-14 00:00:00,0.1,Dividend,MSFT
2007-11-13 00:00:00,0.11,Dividend,MSFT
2008-02-19 00:00:00,0.11,Dividend,MSFT
2008-05-13 00:00:00,0.11,Dividend,MSFT
2008-08-19 00:00:00,0.11,Dividend,MSFT
2008-11-18 00:00:00,0.13,Dividend,MSFT
2009-02-17 00:00:00,0.13,Dividend,MSFT
2009-05-19 00:00:00,0.13,Dividend,MSFT
2009-08-18 00:00:00,0.13,Dividend,MSFT
2009-11-17 00:00:00,0.13,Dividend,MSFT
2010-02-16 00:00:00,0.13,Dividend,MSFT
2010-05-18 00:00:00,0.13,Dividend,MSFT
2010-08-17 00:00:00,0.13,Dividend,MSFT
2010-11-16 00:00:00,0.16,Dividend,MSFT
2011-02-15 00:00:00,0.16,Dividend,MSFT
2011-05-17 00:00:00,0.16,Dividend,MSFT
2011-08-16 00:00:00,0.16,Dividend,MSFT
2011-11-15 00:00:00,0.2,Dividend,MSFT
2012-02-14 00:00:00,0.2,Dividend,MSFT
2012-05-15 00:00:00,0.2,Dividend,MSFT
2012-08-14 00:00:00,0.2,Dividend,MSFT
2012-11-13 00:00:00,0.23,Dividend,MSFT
2013-02-19 00:00:00,0.23,Dividend,MSFT
2013-05-14 00:00:00,0.23,Dividend,MSFT
2013-08-13 00:00:00,0.23,Dividend,MSFT
2013-11-19 00:00:00,0.28,Dividend,MSFT
2014-02-18 00:00:00,0.28,Dividend,MSFT
2014-05-13 00:00:00,0.28,Dividend,MSFT
2014-08-19 00:00:00,0.28,Dividend,MSFT
2014-11-18 00:00:00,0.31,Dividend,MSFT
2015-02-17 00:00:00,0.31,Dividend,MSFT
2015-05-19 00:00:00,0.31,Dividend,MSFT
2015-08-18 00:00:00,0.31,Dividend,MSFT
2015-11-17 00:00:00,0.36,Dividend,MSFT
2016-02-16 00:00:00,0.36,Dividend,MSFT
2016-05-17 00:00:00,0.36,Dividend,MSFT
2016-08-16 00:00:00,0.36,Dividend,MSFT
2016-11-15 00:00:00,0.39,Dividend,MSFT
2017-02-14 00:00:00,0.39,Dividend,MSFT
2017-05-16 00:00:00,0.39,Dividend,MSFT
2017-08-15 00:00:00,0.39,Dividend,MSFT
2017-11-15 00:00:00,0.42,Dividend,MSFT
2018-02-14 00:00:00,0.42,Dividend,MSFT
2018-05-16 00:00:00,0.42,Dividend,MSFT
2018-08-15 00:00:00,0.42,Dividend,MSFT
2018-11-14 00:00:00,0.46,Dividend,MSFT
2019-02-20 00:00:00,0.46,Dividend,MSFT
2019-05-15 00:00:00,0.46,Dividend,MSFT
2019-08-14 00:00:00,0.46,Dividend,MSFT
2019-11-20 00:00:00,0.51,Dividend,MSFT
1973-02-21 00:00:00,0.0171875,Dividend,NEE
1983-08-22 00:00:00,0.05625,Dividend,NEE
1983-11-21 00:00:00,0.05625,Dividend,NEE
1984-02-17 00:00:00,0.05625,Dividend,NEE
1984-05-22 00:00:00,0.05875,Dividend,NEE
1984-08-22 00:00:00,0.05875,Dividend,NEE
1984-11-26 00:00:00,0.05875,Dividend,NEE
1985-02-22 00:00:00,0.1175,Dividend,NEE
1985-05-24 00:00:00,0.1225,Dividend,NEE
1985-08-26 00:00:00,0.1225,Dividend,NEE
1985-11-22 00:00:00,0.1225,Dividend,NEE
1986-02-24 00:00:00,0.245,Dividend,NEE
1986-05-23 00:00:00,0.255,Dividend,NEE
1986-08-25 00:00:00,0.255,Dividend,NEE
1986-11-21 00:00:00,0.255,Dividend,NEE
1987-03-02 00:00:00,0.255,Dividend,NEE
1987-05-22 00:00:00,0.265,Dividend,NEE
1987-08-25 00:00:00,0.265,Dividend,NEE
1987-11-23 00:00:00,0.265,Dividend,NEE
1988-02-29 00:00:00,0.265,Dividend,NEE
1988-05-23 00:00:00,0.275,Dividend,NEE
1988-08-22 00:00:00,0.275,Dividend,NEE
1988-11-21 00:00:00,0.275,Dividend,NEE
1989-02-17 00:00:00,0.275,Dividend,NEE
1989-05-16 00:00:00,0.285,Dividend,NEE
1989-08-28 00:00:00,0.285,Dividend,NEE
1989-11-28 00:00:00,0.285,Dividend,NEE
1990-02-22 00:00:00,0.285,Dividend,NEE
1990-05-24 00:00:00,0.295,Dividend,NEE
1990-08-27 00:00:00,0.295,Dividend,NEE
1990-12-03 00:00:00,0.295,Dividend,NEE
1991-02-22 00:00:00,0.295,Dividend,NEE
1991-05-24 00:00:00,0.3,Dividend,NEE
1991-08-26 00:00:00,0.3,Dividend,NEE
1991-11-27 00:00:00,0.3,Dividend,NEE
1992-02-24 00:00:00,0.3,Dividend,NEE
1992-05-22 00:00:00,0.305,Dividend,NEE
1992-08-24 00:00:00,0.305,Dividend,NEE
1992-11-20 00:00:00,0.305,Dividend,NEE
1993-02-26 00:00:00,0.305,Dividend,NEE
1993-05-24 00:00:00,0.31,Dividend,NEE
1993-08-23 00:00:00,0.31,Dividend,NEE
1993-11-19 00:00:00,0.31,Dividend,NEE
1994-02-18 00:00:00,0.31,Dividend,NEE
1994-05-23 00:00:00,0.21,Dividend,NEE
1994-08-22 00:00:00,0.21,Dividend,NEE
1994-11-18 00:00:00,0.21,Dividend,NEE
1995-02-17 00:00:00,0.22,Dividend,NEE
1995-05-22 00:00:00,0.22,Dividend,NEE
1995-08-23 00:00:00,0.22,Dividend,NEE
1995-11-21 00:00:00,0.22,Dividend,NEE
1996-02-21 00:00:00,0.23,Dividend,NEE
1996-05-29 00:00:00,0.23,Dividend,NEE
1996-08-28 00:00:00,0.23,Dividend,NEE
1996-11-26 00:00:00,0.23,Dividend,NEE
1997-02-26 00:00:00,0.24,Dividend,NEE
1997-05-28 00:00:00,0.24,Dividend,NEE
1997-08-27 00:00:00,0.24,Dividend,NEE
1997-11-25 00:00:00,0.24,Dividend,NEE
1998-02-25 00:00:00,0.25,Dividend,NEE
1998-05-27 00:00:00,0.25,Dividend,NEE
1998-08-26 00:00:00,0.25,Dividend,NEE
1998-11-24 00:00:00,0.25,Dividend,NEE
1999-02-24 00:00:00,0.26,Dividend,NEE
1999-05-26 00:00:00,0.26,Dividend,NEE
1999-08-25 00:00:00,0.26,Dividend,NEE
1999-11-23 00:00:00,0.26,Dividend,NEE
2000-02-23 00:00:00,0.27,Dividend,NEE
2000-05-24 00:00:00,0.27,Dividend,NEE
2000-08-23 00:00:00,0.27,Dividend,NEE
2000-11-21 00:00:00,0.27,Dividend,NEE
2001-02-21 00:00:00,0.28,Dividend,NEE
2001-05-23 00:00:00,0.28,Dividend,NEE
2001-08-29 00:00:00,0.28,Dividend,NEE
2001-11-28 00:00:00,0.28,Dividend,NEE
2002-02-20 00:00:00,0.29,Dividend,NEE
2002-06-05 00:00:00,0.29,Dividend,NEE
2002-08-28 00:00:00,0.29,Dividend,NEE
2002-11-26 00:00:00,0.29,Dividend,NEE
2003-02-26 00:00:00,0.3,Dividend,NEE
2003-06-04 00:00:00,0.3,Dividend,NEE
2003-08-27 00:00:00,0.3,Dividend,NEE
2003-11-25 00:00:00,0.3,Dividend,NEE
2004-02-25 00:00:00,0.31,Dividend,NEE
2004-06-02 00:00:00,0.31,Dividend,NEE
2004-08-25 00:00:00,0.34,Dividend,NEE
2004-11-23 00:00:00,0.34,Dividend,NEE
2005-03-02 00:00:00,0.355,Dividend,NEE
2005-06-01 00:00:00,0.355,Dividend,NEE
2005-08-24 00:00:00,0.355,Dividend,NEE
2005-11-22 00:00:00,0.355,Dividend,NEE
2006-03-03 00:00:00,0.375,Dividend,NEE
2006-06-07 00:00:00,0.375,Dividend,NEE
2006-08-23 00:00:00,0.375,Dividend,NEE
2006-11-21 00:00:00,0.375,Dividend,NEE
2007-02-28 00:00:00,0.41,Dividend,NEE
2007-06-06 00:00:00,0.41,Dividend,NEE
2007-08-29 00:00:00,0.41,Dividend,NEE
2007-11-28 00:00:00,0.41,Dividend,NEE
2008-02-27 00:00:00,0.445,Dividend,NEE
2008-06-04 00:00:00,0.445,Dividend,NEE
2008-08-27 00:00:00,0.445,Dividend,NEE
2008-11-25 00:00:00,0.445,Dividend,NEE
2009-02-25 00:00:00,0.4725,Dividend,NEE
2009-06-03 00:00:00,0.4725,Dividend,NEE
2009-08-26 00:00:00,0.4725,Dividend,NEE
2009-11-24 00:00:00,0.4725,Dividend,NEE
2010-02-24 00:00:00,0.5,Dividend,NEE
2010-06-02 00:00:00,0.5,Dividend,NEE
2010-08-25 00:00:00,0.5,Dividend,NEE
2010-11-23 00:00:00,0.5,Dividend,NEE
2011-03-02 00:00:00,0.55,Dividend,NEE
2011-06-01 00:00:00,0.55,Dividend,NEE
2011-08-24 00:00:00,0.55,Dividend,NEE
2011-11-22 00:00:00,0.55,Dividend,NEE
2012-02-29 00:00:00,0.6,Dividend,NEE
2012-05-31 00:00:00,0.6,Dividend,NEE
2012-08-29 00:00:00,0.6,Dividend,NEE
2012-11-28 00:00:00,0.6,Dividend,NEE
2013-02-27 00:00:00,0.66,Dividend,NEE
2013-05-30 00:00:00,0.66,Dividend,NEE
2013-08-28 00:00:00,0.66,Dividend,NEE
2013-11-26 00:00:00,0.66,Dividend,NEE
2014-02-26 00:00:00,0.725,Dividend,NEE
2014-05-29 00:00:00,0.725,Dividend,NEE
2014-08-27 00:00:00,0.725,Dividend,NEE
2014-11-25 00:00:00,0.725,Dividend,NEE
2015-02-25 00:00:00,0.77,Dividend,NEE
2015-05-27 00:00:00,0.77,Dividend,NEE
2015-08-26 00:00:00,0.77,Dividend,NEE
2015-11-24 00:00:00,0.77,Dividend,NEE
2015-11-25 00:00:00,0.77,Dividend,NEE
2016-02-24 00:00:00,0.87,Dividend,NEE
2016-05-26 00:00:00,0.87,Dividend,NEE
2016-08-26 00:00:00,0.87,Dividend,NEE
2016-11-22 00:00:00,0.87,Dividend,NEE
2016-11-23 00:00:00,0.87,Dividend,NEE
2017-02-24 00:00:00,0.9825,Dividend,NEE
2017-05-25 00:00:00,0.9825,Dividend,NEE
2017-08-23 00:00:00,0.9825,Dividend,NEE
2017-11-22 00:00:00,0.9825,Dividend,NEE
2018-02-26 00:00:00,1.11,Dividend,NEE
2018-06-04 00:00:00,1.11,Dividend,NEE
2018-08-29 00:00:00,1.11,Dividend,NEE
2018-11-29 00:00:00,1.11,Dividend,NEE
2019-02-27 00:00:00,1.25,Dividend,NEE
2019-05-31 00:00:00,1.25,Dividend,NEE
2019-08-28 00:00:00,1.25,Dividend,NEE
2019-11-27 00:00:00,1.25,Dividend,NEE
2009-11-23 00:00:00,0.5,Dividend,NEWT
2015-03-26 00:00:00,0.39,Dividend,NEWT
2015-06-25 00:00:00,0.47,Dividend,NEWT
2015-10-20 00:00:00,0.5,Dividend,NEWT
2015-11-16 00:00:00,2.69,Dividend,NEWT
2016-01-05 00:00:00,0.4,Dividend,NEWT
2016-03-18 00:00:00,0.35,Dividend,NEWT
2016-06-16 00:00:00,0.35,Dividend,NEWT
2016-09-16 00:00:00,0.43,Dividend,NEWT
2016-12-13 00:00:00,0.4,Dividend,NEWT
2017-03-16 00:00:00,0.36,Dividend,NEWT
2017-05-26 00:00:00,0.4,Dividend,NEWT
2017-09-21 00:00:00,0.44,Dividend,NEWT
2017-12-15 00:00:00,0.44,Dividend,NEWT
2018-03-19 00:00:00,0.4,Dividend,NEWT
2018-06-14 00:00:00,0.42,Dividend,NEWT
2018-09-14 00:00:00,0.48,Dividend,NEWT
2018-12-17 00:00:00,0.5,Dividend,NEWT
2019-03-14 00:00:00,0.4,Dividend,NEWT
2019-06-13 00:00:00,0.46,Dividend,NEWT
2019-09-19 00:00:00,0.58,Dividend,NEWT
2019-12-13 00:00:00,0.71,Dividend,NEWT
2009-11-23 00:00:00,0.5,Dividend,NEWT
2015-03-26 00:00:00,0.39,Dividend,NEWT
2015-06-25 00:00:00,0.47,Dividend,NEWT
2015-10-20 00:00:00,0.5,Dividend,NEWT
2015-11-16 00:00:00,2.69,Dividend,NEWT
2016-01-05 00:00:00,0.4,Dividend,NEWT
2016-03-18 00:00:00,0.35,Dividend,NEWT
2016-06-16 00:00:00,0.35,Dividend,NEWT
2016-09-16 00:00:00,0.43,Dividend,NEWT
2016-12-13 00:00:00,0.4,Dividend,NEWT
2017-03-16 00:00:00,0.36,Dividend,NEWT
2017-05-26 00:00:00,0.4,Dividend,NEWT
2017-09-21 00:00:00,0.44,Dividend,NEWT
2017-12-15 00:00:00,0.44,Dividend,NEWT
2018-03-19 00:00:00,0.4,Dividend,NEWT
2018-06-14 00:00:00,0.42,Dividend,NEWT
2018-09-14 00:00:00,0.48,Dividend,NEWT
2018-12-17 00:00:00,0.5,Dividend,NEWT
2019-03-14 00:00:00,0.4,Dividend,NEWT
2019-06-13 00:00:00,0.46,Dividend,NEWT
2019-09-19 00:00:00,0.58,Dividend,NEWT
2019-12-13 00:00:00,0.71,Dividend,NEWT
1997-12-29 00:00:00,0.22,Dividend,NLY
1998-03-27 00:00:00,0.32,Dividend,NLY
1998-07-01 00:00:00,0.32,Dividend,NLY
1998-10-01 00:00:00,0.27,Dividend,NLY
1998-12-29 00:00:00,0.305,Dividend,NLY
1999-03-30 00:00:00,0.33,Dividend,NLY
1999-07-07 00:00:00,0.35,Dividend,NLY
1999-10-07 00:00:00,0.35,Dividend,NLY
1999-12-29 00:00:00,0.35,Dividend,NLY
2000-04-03 00:00:00,0.35,Dividend,NLY
2000-06-29 00:00:00,0.3,Dividend,NLY
2000-10-05 00:00:00,0.25,Dividend,NLY
2000-12-27 00:00:00,0.25,Dividend,NLY
2001-04-03 00:00:00,0.3,Dividend,NLY
2001-07-02 00:00:00,0.4,Dividend,NLY
2001-10-03 00:00:00,0.45,Dividend,NLY
2001-12-27 00:00:00,0.6,Dividend,NLY
2002-04-03 00:00:00,0.63,Dividend,NLY
2002-07-01 00:00:00,0.68,Dividend,NLY
2002-10-01 00:00:00,0.68,Dividend,NLY
2002-12-27 00:00:00,0.68,Dividend,NLY
2003-03-27 00:00:00,0.6,Dividend,NLY
2003-06-30 00:00:00,0.6,Dividend,NLY
2003-10-01 00:00:00,0.28,Dividend,NLY
2003-12-24 00:00:00,0.47,Dividend,NLY
2004-03-29 00:00:00,0.5,Dividend,NLY
2004-06-30 00:00:00,0.48,Dividend,NLY
2004-09-28 00:00:00,0.5,Dividend,NLY
2004-12-29 00:00:00,0.5,Dividend,NLY
2005-03-30 00:00:00,0.45,Dividend,NLY
2005-06-28 00:00:00,0.36,Dividend,NLY
2005-09-26 00:00:00,0.13,Dividend,NLY
2005-12-28 00:00:00,0.1,Dividend,NLY
2006-03-29 00:00:00,0.11,Dividend,NLY
2006-06-28 00:00:00,0.13,Dividend,NLY
2006-09-27 00:00:00,0.14,Dividend,NLY
2006-12-27 00:00:00,0.19,Dividend,NLY
2007-03-29 00:00:00,0.2,Dividend,NLY
2007-06-28 00:00:00,0.24,Dividend,NLY
2007-09-27 00:00:00,0.26,Dividend,NLY
2007-12-27 00:00:00,0.34,Dividend,NLY
2008-03-26 00:00:00,0.48,Dividend,NLY
2008-06-25 00:00:00,0.55,Dividend,NLY
2008-09-16 00:00:00,0.55,Dividend,NLY
2008-12-26 00:00:00,0.5,Dividend,NLY
2009-03-26 00:00:00,0.5,Dividend,NLY
2009-06-25 00:00:00,0.6,Dividend,NLY
2009-09-29 00:00:00,0.69,Dividend,NLY
2009-12-24 00:00:00,0.75,Dividend,NLY
2010-03-30 00:00:00,0.65,Dividend,NLY
2010-06-25 00:00:00,0.68,Dividend,NLY
2010-09-30 00:00:00,0.68,Dividend,NLY
2010-12-23 00:00:00,0.64,Dividend,NLY
2011-03-29 00:00:00,0.62,Dividend,NLY
2011-06-28 00:00:00,0.65,Dividend,NLY
2011-09-28 00:00:00,0.6,Dividend,NLY
2011-12-27 00:00:00,0.57,Dividend,NLY
2012-03-28 00:00:00,0.55,Dividend,NLY
2012-06-27 00:00:00,0.55,Dividend,NLY
2012-09-27 00:00:00,0.5,Dividend,NLY
2012-12-26 00:00:00,0.45,Dividend,NLY
2013-03-27 00:00:00,0.45,Dividend,NLY
2013-06-27 00:00:00,0.4,Dividend,NLY
2013-09-27 00:00:00,0.35,Dividend,NLY
2013-12-27 00:00:00,0.3,Dividend,NLY
2014-03-28 00:00:00,0.3,Dividend,NLY
2014-06-27 00:00:00,0.3,Dividend,NLY
2014-09-29 00:00:00,0.3,Dividend,NLY
2014-12-29 00:00:00,0.3,Dividend,NLY
2015-03-27 00:00:00,0.3,Dividend,NLY
2015-06-26 00:00:00,0.3,Dividend,NLY
2015-09-28 00:00:00,0.3,Dividend,NLY
2015-12-29 00:00:00,0.3,Dividend,NLY
2016-03-29 00:00:00,0.3,Dividend,NLY
2016-06-28 00:00:00,0.3,Dividend,NLY
2016-07-07 00:00:00,0.03587,Dividend,NLY
2016-09-28 00:00:00,0.26413,Dividend,NLY
2016-12-28 00:00:00,0.3,Dividend,NLY
2017-03-29 00:00:00,0.3,Dividend,NLY
2017-06-28 00:00:00,0.3,Dividend,NLY
2017-09-28 00:00:00,0.3,Dividend,NLY
2017-12-28 00:00:00,0.3,Dividend,NLY
2018-03-28 00:00:00,0.3,Dividend,NLY
2018-06-28 00:00:00,0.3,Dividend,NLY
2018-09-05 00:00:00,0.22174,Dividend,NLY
2018-09-27 00:00:00,0.07826,Dividend,NLY
2018-12-28 00:00:00,0.3,Dividend,NLY
2019-03-28 00:00:00,0.3,Dividend,NLY
2019-06-27 00:00:00,0.25,Dividend,NLY
2019-09-27 00:00:00,0.25,Dividend,NLY
2019-12-30 00:00:00,0.25,Dividend,NLY
2011-08-18 00:00:00,0.27,Dividend,NMFC
2011-09-13 00:00:00,0.29,Dividend,NMFC
2011-12-13 00:00:00,0.3,Dividend,NMFC
2012-03-13 00:00:00,0.32,Dividend,NMFC
2012-05-17 00:00:00,0.23,Dividend,NMFC
2012-06-13 00:00:00,0.34,Dividend,NMFC
2012-09-12 00:00:00,0.34,Dividend,NMFC
2012-12-12 00:00:00,0.34,Dividend,NMFC
2012-12-31 00:00:00,0.14,Dividend,NMFC
2013-03-13 00:00:00,0.34,Dividend,NMFC
2013-06-12 00:00:00,0.34,Dividend,NMFC
2013-08-16 00:00:00,0.12,Dividend,NMFC
2013-09-12 00:00:00,0.34,Dividend,NMFC
2013-12-13 00:00:00,0.34,Dividend,NMFC
2014-03-13 00:00:00,0.34,Dividend,NMFC
2014-06-12 00:00:00,0.34,Dividend,NMFC
2014-08-18 00:00:00,0.12,Dividend,NMFC
2014-09-12 00:00:00,0.34,Dividend,NMFC
2014-12-12 00:00:00,0.34,Dividend,NMFC
2015-03-13 00:00:00,0.34,Dividend,NMFC
2015-06-12 00:00:00,0.34,Dividend,NMFC
2015-09-14 00:00:00,0.34,Dividend,NMFC
2015-12-14 00:00:00,0.34,Dividend,NMFC
2016-03-15 00:00:00,0.34,Dividend,NMFC
2016-06-14 00:00:00,0.34,Dividend,NMFC
2016-09-14 00:00:00,0.34,Dividend,NMFC
2016-12-13 00:00:00,0.34,Dividend,NMFC
2017-03-15 00:00:00,0.34,Dividend,NMFC
2017-06-14 00:00:00,0.34,Dividend,NMFC
2017-09-14 00:00:00,0.34,Dividend,NMFC
2017-12-14 00:00:00,0.34,Dividend,NMFC
2018-03-14 00:00:00,0.34,Dividend,NMFC
2018-06-14 00:00:00,0.34,Dividend,NMFC
2018-09-13 00:00:00,0.34,Dividend,NMFC
2018-12-13 00:00:00,0.34,Dividend,NMFC
2019-03-14 00:00:00,0.34,Dividend,NMFC
2019-06-13 00:00:00,0.34,Dividend,NMFC
2019-09-12 00:00:00,0.34,Dividend,NMFC
2019-12-12 00:00:00,0.34,Dividend,NMFC
2013-06-11 00:00:00,0.14,Dividend,NRZ
2013-09-25 00:00:00,0.35,Dividend,NRZ
2013-12-24 00:00:00,0.35,Dividend,NRZ
2013-12-26 00:00:00,0.35,Dividend,NRZ
2014-03-27 00:00:00,0.35,Dividend,NRZ
2014-06-25 00:00:00,0.35,Dividend,NRZ
2014-09-25 00:00:00,0.35,Dividend,NRZ
2014-12-26 00:00:00,0.38,Dividend,NRZ
2015-03-24 00:00:00,0.38,Dividend,NRZ
2015-05-21 00:00:00,0.45,Dividend,NRZ
2015-10-01 00:00:00,0.46,Dividend,NRZ
2015-12-29 00:00:00,0.46,Dividend,NRZ
2016-03-31 00:00:00,0.46,Dividend,NRZ
2016-07-05 00:00:00,0.46,Dividend,NRZ
2016-09-29 00:00:00,0.46,Dividend,NRZ
2016-12-28 00:00:00,0.46,Dividend,NRZ
2017-03-23 00:00:00,0.48,Dividend,NRZ
2017-06-29 00:00:00,0.5,Dividend,NRZ
2017-09-29 00:00:00,0.5,Dividend,NRZ
2017-12-28 00:00:00,0.5,Dividend,NRZ
2018-03-29 00:00:00,0.5,Dividend,NRZ
2018-06-29 00:00:00,0.5,Dividend,NRZ
2018-09-28 00:00:00,0.5,Dividend,NRZ
2018-12-28 00:00:00,0.5,Dividend,NRZ
2019-04-03 00:00:00,0.5,Dividend,NRZ
2019-06-28 00:00:00,0.5,Dividend,NRZ
2019-10-02 00:00:00,0.5,Dividend,NRZ
2019-12-30 00:00:00,0.5,Dividend,NRZ
1994-10-26 00:00:00,0.075,Dividend,O
1994-11-25 00:00:00,0.075,Dividend,O
1994-12-27 00:00:00,0.075,Dividend,O
1995-01-26 00:00:00,0.075,Dividend,O
1995-02-23 00:00:00,0.075,Dividend,O
1995-03-28 00:00:00,0.225,Dividend,O
1995-04-25 00:00:00,0.075,Dividend,O
1995-05-25 00:00:00,0.075,Dividend,O
1995-06-29 00:00:00,0.225,Dividend,O
1995-08-16 00:00:00,0.0775,Dividend,O
1995-08-30 00:00:00,0.0775,Dividend,O
1995-09-28 00:00:00,0.0775,Dividend,O
1995-10-30 00:00:00,0.0775,Dividend,O
1995-11-29 00:00:00,0.0775,Dividend,O
1995-12-21 00:00:00,0.23,Dividend,O
1996-02-28 00:00:00,0.0775,Dividend,O
1996-03-28 00:00:00,0.0775,Dividend,O
1996-04-29 00:00:00,0.0775,Dividend,O
1996-05-30 00:00:00,0.0775,Dividend,O
1996-06-27 00:00:00,0.0775,Dividend,O
1996-07-30 00:00:00,0.0775,Dividend,O
1996-08-29 00:00:00,0.0775,Dividend,O
1996-09-27 00:00:00,0.0775,Dividend,O
1996-10-30 00:00:00,0.0775,Dividend,O
1996-11-27 00:00:00,0.0788,Dividend,O
1996-12-27 00:00:00,0.0788,Dividend,O
1997-01-30 00:00:00,0.0788,Dividend,O
1997-02-27 00:00:00,0.0788,Dividend,O
1997-03-27 00:00:00,0.0788,Dividend,O
1997-04-29 00:00:00,0.0788,Dividend,O
1997-05-29 00:00:00,0.0788,Dividend,O
1997-06-27 00:00:00,0.0788,Dividend,O
1997-07-30 00:00:00,0.0788,Dividend,O
1997-08-28 00:00:00,0.0788,Dividend,O
1997-09-29 00:00:00,0.0788,Dividend,O
1997-10-30 00:00:00,0.0788,Dividend,O
1997-11-26 00:00:00,0.08,Dividend,O
1997-12-30 00:00:00,0.08,Dividend,O
1998-01-29 00:00:00,0.08,Dividend,O
1998-02-26 00:00:00,0.08,Dividend,O
1998-03-30 00:00:00,0.0813,Dividend,O
1998-04-29 00:00:00,0.0813,Dividend,O
1998-05-28 00:00:00,0.08125,Dividend,O
1998-06-11 00:00:00,0.0813,Dividend,O
1998-06-29 00:00:00,0.0825,Dividend,O
1998-07-30 00:00:00,0.0825,Dividend,O
1998-08-28 00:00:00,0.0825,Dividend,O
1998-09-29 00:00:00,0.0838,Dividend,O
1998-10-29 00:00:00,0.0838,Dividend,O
1998-11-27 00:00:00,0.0838,Dividend,O
1998-12-30 00:00:00,0.085,Dividend,O
1999-01-28 00:00:00,0.085,Dividend,O
1999-02-25 00:00:00,0.085,Dividend,O
1999-03-30 00:00:00,0.0863,Dividend,O
1999-04-29 00:00:00,0.0863,Dividend,O
1999-05-27 00:00:00,0.0863,Dividend,O
1999-06-29 00:00:00,0.0875,Dividend,O
1999-07-29 00:00:00,0.0875,Dividend,O
1999-08-30 00:00:00,0.0875,Dividend,O
1999-09-29 00:00:00,0.0888,Dividend,O
1999-10-28 00:00:00,0.0868,Dividend,O
1999-11-29 00:00:00,0.0888,Dividend,O
1999-12-30 00:00:00,0.09,Dividend,O
2000-01-28 00:00:00,0.09,Dividend,O
2000-02-28 00:00:00,0.09,Dividend,O
2000-03-30 00:00:00,0.0913,Dividend,O
2000-04-27 00:00:00,0.0906,Dividend,O
2000-05-30 00:00:00,0.0907,Dividend,O
2000-06-29 00:00:00,0.0913,Dividend,O
2000-07-28 00:00:00,0.0913,Dividend,O
2000-08-30 00:00:00,0.0913,Dividend,O
2000-09-28 00:00:00,0.0919,Dividend,O
2000-10-30 00:00:00,0.0919,Dividend,O
2000-11-29 00:00:00,0.0919,Dividend,O
2000-12-28 00:00:00,0.0925,Dividend,O
2001-01-30 00:00:00,0.0925,Dividend,O
2001-02-27 00:00:00,0.0925,Dividend,O
2001-03-29 00:00:00,0.0932,Dividend,O
2001-04-27 00:00:00,0.0932,Dividend,O
2001-05-30 00:00:00,0.0932,Dividend,O
2001-06-28 00:00:00,0.0938,Dividend,O
2001-07-30 00:00:00,0.0938,Dividend,O
2001-08-30 00:00:00,0.0938,Dividend,O
2001-09-27 00:00:00,0.0944,Dividend,O
2001-10-30 00:00:00,0.0944,Dividend,O
2001-11-29 00:00:00,0.0944,Dividend,O
2001-12-28 00:00:00,0.095,Dividend,O
2002-01-30 00:00:00,0.095,Dividend,O
2002-02-27 00:00:00,0.095,Dividend,O
2002-03-27 00:00:00,0.0957,Dividend,O
2002-04-29 00:00:00,0.0957,Dividend,O
2002-05-30 00:00:00,0.0957,Dividend,O
2002-06-27 00:00:00,0.0963,Dividend,O
2002-07-30 00:00:00,0.0963,Dividend,O
2002-08-29 00:00:00,0.0963,Dividend,O
2002-09-27 00:00:00,0.0969,Dividend,O
2002-10-30 00:00:00,0.0969,Dividend,O
2002-11-27 00:00:00,0.0969,Dividend,O
2002-12-30 00:00:00,0.0975,Dividend,O
2003-01-31 00:00:00,0.0975,Dividend,O
2003-02-27 00:00:00,0.0975,Dividend,O
2003-03-28 00:00:00,0.0982,Dividend,O
2003-04-29 00:00:00,0.0982,Dividend,O
2003-05-29 00:00:00,0.0982,Dividend,O
2003-06-27 00:00:00,0.0988,Dividend,O
2003-07-30 00:00:00,0.0988,Dividend,O
2003-08-28 00:00:00,0.0988,Dividend,O
2003-09-29 00:00:00,0.0994,Dividend,O
2003-10-30 00:00:00,0.0994,Dividend,O
2003-11-26 00:00:00,0.0994,Dividend,O
2003-12-30 00:00:00,0.1,Dividend,O
2004-01-29 00:00:00,0.1,Dividend,O
2004-02-26 00:00:00,0.1,Dividend,O
2004-03-30 00:00:00,0.1007,Dividend,O
2004-04-29 00:00:00,0.1007,Dividend,O
2004-05-27 00:00:00,0.1007,Dividend,O
2004-06-29 00:00:00,0.1013,Dividend,O
2004-07-29 00:00:00,0.1013,Dividend,O
2004-08-30 00:00:00,0.1088,Dividend,O
2004-09-29 00:00:00,0.1094,Dividend,O
2004-10-28 00:00:00,0.1094,Dividend,O
2004-11-29 00:00:00,0.1094,Dividend,O
2004-12-30 00:00:00,0.11,Dividend,O
2005-01-28 00:00:00,0.11,Dividend,O
2005-02-25 00:00:00,0.11,Dividend,O
2005-03-30 00:00:00,0.1106,Dividend,O
2005-04-28 00:00:00,0.1106,Dividend,O
2005-05-27 00:00:00,0.1106,Dividend,O
2005-06-29 00:00:00,0.1113,Dividend,O
2005-07-28 00:00:00,0.1113,Dividend,O
2005-08-30 00:00:00,0.115,Dividend,O
